question,answer
专辑中的歌曲《Monica》原唱是谁？,专辑中第一首发表的歌曲为《Monica》，本是张国荣的经典舞曲
专辑中的歌曲《明星》成为什么主题曲？,2005年度亚洲游戏展
山原猫又被称为？,山原猫（学名：'），又名南美山猫或安第斯山猫
山原猫的主要栖息地在哪？,估计牠们只生活在秘鲁、玻利维亚、智利及阿根廷安地斯山脉的高山上。
山原猫的体型大小为？,牠们体长约60厘米，尾巴长42厘米，肩高36厘米，体重5.5公斤。
山原猫的外型是什么样的？,牠们约有家猫的大小，但尾巴较长，毛色呈银灰色，有斑纹及斑点。
为什么山原猫的数量越来越少？,因失去猎物及栖息地、被猎杀及没有多于250只的亚群等缘故而有下降的趋势。由于牠们只居于高山上，人类居住的山谷成为了屏障，分隔了牠们的群族。牠们在玻利维亚及智利因祭祀用途而受到猎杀。
钱象坤的字号是？,字弘载，号麟武
钱象坤是哪里人？,浙江会稽（今绍兴）人
钱象坤是哪年考中进士？,万历二十九年（1601年）登辛丑科进士。
钱象坤做过哪些官职？,天启年间，任礼部右侍郎兼太子宾客，后又为南京礼部尚书
翰林有所谓“四钱”是哪四个人？,钱象坤、钱龙锡、钱谦益、钱士升
苏凡凌博士毕业于哪所大学？,国立台北艺术大学音乐艺术（作曲）
苏氏的作品经常在哪些地方演出？,苏氏的作品经常在世界各地演出，如美国、加拿大、香港、德国、奥地利、波兰、立陶宛、马来西亚及中国北京、上海等地区。
苏凡凌现任什么职位？,现任国立新竹教育大学 专任教授，行政院客家委员会委员。
苏凡凌创作过哪些作品？,多次受委托创作大型国乐曲《 菩提无语》、《 佛曰不可说》、《 一笑君王》 、《 粉墨登场》、客家风协奏曲《 我从山中来》。文建会委托创作合唱作品《 竹枝词》。
贵志川线连接了哪两个地方？,位处和歌山市的和歌山站和纪之川市的贵志站。
贵志川线共有多少个车站？,14个车站
贵志川线有哪几个观光列车？,「草莓电车（いちご电车）」、「玩具电车（おもちゃ电车）」、「小玉电车（たま电车）」。
贵志川线共有多少动车组？,贵志川线共有6组12节 2270系电力动车组。
贵志川线每小时会有几班列车？,在早上和黄昏的繁忙时间，每小时会有三至四班列车，而非繁忙时间则为一至两班。
蔡国用是哪里人？,江西金溪人
蔡国用是哪一年考中的进士？,蔡国用为万历三十八年（1610年）庚戌科进士。
蔡国用是因为什么事件而被重用的？,督修都城时，需石甚急，因建议取牙石用之，而受大用。
蔡国用卒于哪一年？,崇祯十三年（1640年）六月卒于官
《明史》对蔡国用的评价是怎么样的？,《明史》称蔡国用居位清廉谨慎，但与同列张四知皆庸才，碌碌无所见。
田恒是春秋时哪国的政治家？,东周春秋战国时期齐国的政治人物
田恒在国家的地位是？,齐国田氏家族的第八任首领。
田恒死后由谁继位？,在田恒死的时候，有七十个儿子在旁。田恒死后，由儿子田盘继位。
《庄子.胠箧》中对田成子的评价是？,庄子《庄子.胠箧》记载田成子盗齐国之事，指他为诸侯大盗。
后世哪一常引用之成语是由田成子而来？,窃钩者诛，窃国者侯
巴雷特REC7突击步枪是哪一种步枪的升级版？,REC7是一款M16突击步枪/M4卡宾枪的升级设计
其军用型M468的代号的含义是？,本枪为2004年研发，采用6.8mm口径。
REC7分为哪两种构型？,采用短行程活塞的REC7和采用直接导气式的REC7 DI（Direct Impingement）
M468采用了ARMS公司生产的SIR护木的目的是？,可以安装诸如两脚架、夜视仪和光学瞄准镜等配件。
巴雷特生产的REC7军用型M468与以往的M4/M16取代方案不同之处在于？,M468并不是一把全新的步枪，它只是用巴雷特公司生产的一个上机匣搭配上普通M4/M16的下机匣，因此它可以与M4/M16步枪共用大多数的零件，也可以轻易地安装在美军现有使用的M4/M16步枪之上。
高雄展览馆站坐落在哪个地方？,高雄展览馆站位于台湾高雄市苓雅区，为高雄捷运环状轻轨的捷运车站。
高雄展览馆站的代码是？,车站代码为C8。
两次招标流标后高雄市政府做出了怎样的改变？,高雄市政府决定采OT模式办理，并将环状轻轨与水岸轻轨两案整并，此站计划名称改名「新光公园站」。
环状轻轨第一阶段共有哪些建议站名？,活动第一阶段共有「市立图书馆站」、「高雄展览馆站」、「新光码头站」等三个建议站名
高雄展览馆站正式启用的时间是？,2016年6月26日启用。
北港国际音乐文化艺术节的主办方是？,北港国际音乐文化艺术节 （Beigang International Music Festival）是由云林县北港爱乐协会主办
北港国际音乐文化艺术节首次举办时间是？,首次在2006年举行
艺术节主要包括哪些项目？,此音乐节提供一连串的音乐会，大部份是管乐（独奏、重奏及管乐团）并在陈家湖音乐学院开办音乐教学讲座
为什么爱乐协会决定每年在北港举行国际文化艺术节？,除了宗教庆典及传统地方文化外，也需要文化艺术来美化生活。
音乐会的举办地点在？,音乐会除了大部份在北港妈祖文化大楼举办外，也安排在新营及斗六两大城市来举行。
田乞在齐国的地位是？,是齐国田氏家族的首领之一，为田氏家族第七任首领，承袭兄长田开担任田氏家族首领。
田乞可以继承父位的原因是？,兄长田开无嗣子，田乞得立。
田乞为什么要立志要除掉高氏和国氏？,田氏的支系子孙司马穰苴因战功被任命为大司马，因田氏势力扩大而警惕的高张、国夏对齐景公说穰苴的坏话，司马穰苴被免官。
田乞对待封地百姓的征税措施是？,田乞向百姓征收赋税时用小斗收进，借给百姓粮食时用大斗，向百姓施以恩德
田乞死后由谁继位？,田乞死后，儿子成子田恒继位。
美国与土耳其之间的关系最早出现在什么时期？,美国与土耳其之间的关系可追溯到1947年实行的、旨在加强土耳其经济及军事自立的杜鲁门主义。
美土关系第一次出现紧张是在什么情况下？,2003年，由于土耳其议会决定拒绝让美国为首的盟军把土耳其作为进入邻国伊拉克的基地
美土关系第二次出现紧张是在什么情况下？,2011年叙利亚爆发内战后，由于美国支援叙利亚库尔德族民主联盟党武装力量对抗伊斯兰国，引致美土关系恶化。
美土关系破裂是在什么时候？,2016年土耳其政变后
美土关系需要出动武装队伍是在什么背景下？,2017年3月初，美国派遣少量美军进驻叙利亚北部曼比季，阻止土耳其攻击当地的叙利亚民主力量部队。
第一位同时对英国上下两院发表演说的人士是谁？,1939年，法国总统阿尔贝·勒布伦成为第一位同时对英国上下两院发表演说的人士。
除英王外，有几位人士不止一次地登上两院讲台？,除英王外，只有三位人士不止一次地登上两院讲台。
曼德拉两次登上讲台分别是以什么身份？,他先后于1993年以诺贝尔和平奖获得者身份和于1996年以南非总统身份两次登台讲演。
米哈伊尔·戈尔巴乔夫两次登上讲台分别是以什么身份？,他于1984和1993年分别以苏联外交代表和各国议会联盟代表的身份发表演说。
希蒙·佩雷斯两次登上讲台分别是以什么身份？,希蒙·佩雷斯于1986年和2008年分别以以色列总理和以色列总统身份发表演说。
安加尔战役是哪一畅战役？,安加尔战役第二次世界大战太平洋战争中，于1944年9月17日至9月30日发生在帛琉群岛中安加尔的一场战役。
安加尔位于什么地方？,安加尔是一个细小的火山岛，大约3英里(4.8公里)长，与贝里琉相隔6英里(9.7公里)的海峡
炮轰安加尔的行动由谁实施的？,炮轰安加尔的行动由田纳西号战列舰、数艘巡洋舰及由胡蜂号航空母舰起飞的SBD无畏式俯冲轰炸机于1944年9月11日实施
为什么日军会输掉这场战争？,最终饥饿、饥渴及美军的炮轰及轰炸敲向了日军的丧钟
后人如何评价这一场战役？,威廉·海尔赛海军上将曾争论入侵帛琉的军事行动是不必要的，而很多军事历史学家均同意其观点，唯一的好处是使第81步兵师获得一些战斗经验。
《少年犯之七人》是谁的作品？,作家安部让二原作、漫画家柿崎正澄作画的日本青年漫画。
《少年犯之七人》最初的发行日期是？,自2001年起在小学馆发行的《周刊YOUNG SUNDAY》2001年51号上开始连载
《少年犯之七人》的完结日期是？,至2010年5、6号（1月4日）连载完毕。
《少年犯之七人》漫画的销量如何？,单行本共发行22册，日文版皆已发行完毕，累计销量超过330万部。
原作者怎么评价这部漫画？,原作者安部让二曾称之为「爱与勇气的故事」，这部作品亦是安部自身的经验所写成的。
《Days/GREEN》是谁的歌？,《Days/GREEN》（岁月／绿色）为日本歌手滨崎步发行的第44张单曲
《Days/GREEN》的发行日期是？,2008年12月17日于日本、台湾同步发售。
《Days/GREEN》的词作者是谁？,滨崎步
《Days/GREEN》收录于哪张专辑中？,本作是前作《Mirrorcle World》八个月后的第二张十周年纪念单曲
《Days/GREEN》与《GREEN/Days》两者有什么联系和区别？,《Days/GREEN》与《GREEN/Days》A面曲互换，两种不同曲顺、收录不同歌曲、不同的幕后花絮，又分为「CD+DVD」与「CD ONLY」两种销售模式。
托尔尼奥位于哪个国家？,托尔尼奥（，，）是芬兰拉普兰区靠近瑞典边境的一座城市。
托尔尼奥的人口有多少？,托尔尼奥的人口数量为21939（2017年8月31日）
托尔尼奥占地面积是多少？,面积为1348.83平方公里（2017年1月1日），其中1188平方公里为陆地面积、40.83平方公里为淡水区域、其余的120平方公里为海面。
托尔尼奥周边市镇有哪些？,托尔尼奥周边市镇为凯米、凯明马、泰尔沃拉和上托尔尼奥。
托尔尼奥的主要植被是什么？,托尔尼奥位于北方针叶林地带。主要的树种为欧洲云杉和欧洲赤松，常见的落叶树为桦树。
